order_id,weather_condition,temperature,weather_impact
2521,Rainy,5,15
2522,Clear,9,0
2523,Clear,12,0
2524,Rainy,20,15
2525,Clear,22,0
2526,Clear,33,0
2527,Foggy,11,20
2528,Clear,27,0
2529,Hazy,6,5
2530,Rainy,39,15
2531,Rainy,12,15
2532,Rainy,19,15
2533,Clear,26,0
2534,Clear,24,0
2535,Foggy,32,20
2536,Clear,5,0
2537,Hazy,18,5
2538,Clear,25,0
2539,Clear,34,0
2540,Clear,35,0
2541,Foggy,42,20
2542,Rainy,19,15
2543,Hazy,34,5
2544,Clear,28,0
2545,Rainy,12,15
2546,Clear,43,0
2547,Clear,14,0
2548,Clear,29,0
2549,Rainy,25,15
2550,Rainy,21,15
2551,Clear,14,0
2552,Rainy,8,15
2553,Clear,34,0
2554,Rainy,9,15
2555,Clear,42,0
2556,Rainy,13,15
2557,Foggy,11,20
2558,Foggy,14,20
2559,Foggy,37,20
2560,Rainy,38,15
2561,Foggy,19,20
2562,Clear,28,0
2563,Rainy,17,15
2564,Hazy,7,5
2565,Rainy,39,15
2566,Hazy,23,5
2567,Rainy,14,15
2568,Clear,22,0
2569,Clear,37,0
2570,Hazy,31,5
2571,Foggy,40,20
2572,Rainy,22,15
2573,Hazy,12,5
2574,Rainy,16,15
2575,Rainy,30,15
2576,Foggy,15,20
2577,Clear,17,0
2578,Rainy,31,15
2579,Clear,41,0
2580,Clear,31,0
2581,Rainy,15,15
2582,Clear,26,0
2583,Rainy,5,15
2584,Foggy,20,20
2585,Clear,28,0
2586,Clear,28,0
2587,Clear,20,0
2588,Rainy,10,15
2589,Clear,42,0
2590,Clear,25,0
2591,Clear,31,0
2592,Hazy,22,5
2593,Clear,41,0
2594,Clear,30,0
2595,Clear,15,0
2596,Rainy,18,15
2597,Clear,20,0
2598,Rainy,42,15
2599,Rainy,6,15
2600,Clear,36,0
2601,Clear,40,0
2602,Foggy,10,20
2603,Clear,31,0
2604,Clear,7,0
2605,Clear,38,0
2606,Clear,9,0
2607,Foggy,36,20
2608,Clear,28,0
2609,Hazy,6,5
2610,Rainy,21,15
2611,Clear,23,0
2612,Clear,24,0
2613,Clear,43,0
2614,Foggy,40,20
2615,Clear,12,0
2616,Clear,20,0
2617,Clear,25,0
2618,Rainy,24,15
2619,Clear,32,0
2620,Foggy,39,20
2621,Hazy,23,5
2622,Foggy,30,20
2623,Rainy,37,15
2624,Clear,9,0
2625,Rainy,18,15
2626,Clear,36,0
2627,Clear,16,0
2628,Clear,36,0
2629,Rainy,6,15
2630,Clear,13,0
2631,Foggy,35,20
2632,Rainy,14,15
2633,Rainy,35,15
2634,Hazy,39,5
2635,Clear,6,0
2636,Hazy,5,5
2637,Rainy,11,15
2638,Rainy,40,15
2639,Rainy,22,15
2640,Foggy,19,20
2641,Rainy,12,15
2642,Clear,25,0
2643,Clear,23,0
2644,Rainy,8,15
2645,Clear,39,0
2646,Clear,24,0
2647,Rainy,40,15
2648,Clear,40,0
2649,Foggy,35,20
2650,Rainy,36,15
2651,Clear,22,0
2652,Clear,13,0
2653,Clear,26,0
2654,Rainy,41,15
2655,Rainy,29,15
2656,Clear,11,0
2657,Clear,21,0
2658,Clear,33,0
2659,Clear,41,0
2660,Rainy,14,15
2661,Foggy,26,20
2662,Clear,29,0
2663,Clear,19,0
2664,Rainy,40,15
2665,Foggy,42,20
2666,Rainy,16,15
2667,Hazy,34,5
2668,Clear,23,0
2669,Rainy,18,15
2670,Rainy,12,15
2671,Clear,7,0
2672,Foggy,19,20
2673,Clear,11,0
2674,Foggy,13,20
2675,Foggy,11,20
2676,Clear,43,0
2677,Clear,29,0
2678,Clear,20,0
2679,Foggy,44,20
2680,Foggy,41,20
2681,Clear,19,0
2682,Clear,11,0
2683,Rainy,41,15
2684,Clear,34,0
2685,Foggy,37,20
2686,Foggy,31,20
2687,Rainy,9,15
2688,Rainy,6,15
2689,Rainy,31,15
2690,Foggy,39,20
2691,Foggy,27,20
2692,Clear,40,0
2693,Clear,5,0
2694,Clear,16,0
2695,Hazy,17,5
2696,Rainy,6,15
2697,Clear,22,0
2698,Foggy,44,20
2699,Rainy,40,15
2700,Clear,15,0
2701,Rainy,34,15
2702,Clear,20,0
2703,Rainy,43,15
2704,Hazy,20,5
2705,Clear,5,0
2706,Rainy,17,15
2707,Foggy,33,20
2708,Foggy,8,20
2709,Rainy,38,15
2710,Clear,42,0
2711,Foggy,39,20
2712,Hazy,35,5
2713,Clear,11,0
2714,Clear,17,0
2715,Foggy,25,20
2716,Clear,11,0
2717,Foggy,12,20
2718,Rainy,44,15
2719,Rainy,37,15
2720,Clear,39,0
2721,Clear,37,0
2722,Clear,30,0
2723,Rainy,36,15
2724,Clear,18,0
2725,Clear,6,0
2726,Rainy,27,15
2727,Hazy,18,5
2728,Clear,28,0
2729,Clear,20,0
2730,Rainy,22,15
2731,Clear,10,0
2732,Clear,15,0
2733,Rainy,19,15
2734,Clear,39,0
2735,Clear,16,0
2736,Clear,28,0
2737,Clear,23,0
2738,Clear,20,0
2739,Clear,41,0
2740,Clear,15,0
2741,Clear,7,0
2742,Rainy,24,15
2743,Clear,15,0
2744,Clear,23,0
2745,Clear,26,0
2746,Foggy,5,20
2747,Clear,26,0
2748,Clear,15,0
2749,Clear,43,0
2750,Clear,23,0
2751,Foggy,22,20
2752,Foggy,29,20
2753,Hazy,35,5
2754,Rainy,18,15
2755,Rainy,25,15
2756,Clear,17,0
2757,Hazy,19,5
2758,Clear,24,0
2759,Rainy,34,15
2760,Clear,31,0
2761,Hazy,31,5
2762,Hazy,11,5
2763,Foggy,14,20
2764,Clear,43,0
2765,Hazy,43,5
2766,Hazy,16,5
2767,Clear,14,0
2768,Foggy,41,20
2769,Rainy,30,15
2770,Rainy,18,15
2771,Clear,36,0
2772,Clear,27,0
2773,Clear,12,0
2774,Rainy,40,15
2775,Hazy,44,5
2776,Foggy,12,20
2777,Clear,28,0
2778,Clear,14,0
2779,Clear,18,0
2780,Clear,15,0
2781,Clear,12,0
2782,Rainy,16,15
2783,Clear,35,0
2784,Rainy,15,15
2785,Hazy,7,5
2786,Clear,6,0
2787,Clear,20,0
2788,Rainy,7,15
2789,Rainy,36,15
2790,Clear,30,0
2791,Clear,12,0
2792,Rainy,30,15
2793,Rainy,33,15
2794,Foggy,5,20
2795,Clear,8,0
2796,Clear,36,0
2797,Rainy,35,15
2798,Foggy,24,20
2799,Foggy,27,20
2800,Clear,37,0
2801,Clear,37,0
2802,Hazy,40,5
2803,Clear,35,0
2804,Rainy,23,15
2805,Clear,29,0
2806,Foggy,31,20
2807,Clear,12,0
2808,Rainy,39,15
2809,Clear,10,0
2810,Rainy,20,15
2811,Clear,34,0
2812,Foggy,39,20
2813,Clear,44,0
2814,Clear,35,0
2815,Hazy,40,5
2816,Clear,24,0
2817,Clear,20,0
2818,Clear,44,0
2819,Clear,29,0
2820,Rainy,15,15
2821,Clear,30,0
2822,Clear,25,0
2823,Clear,31,0
2824,Rainy,25,15
2825,Clear,10,0
2826,Clear,34,0
2827,Foggy,21,20
2828,Foggy,20,20
2829,Clear,20,0
2830,Foggy,26,20
2831,Rainy,18,15
2832,Rainy,12,15
2833,Foggy,27,20
2834,Clear,6,0
2835,Rainy,39,15
2836,Clear,22,0
2837,Foggy,7,20
2838,Foggy,35,20
2839,Clear,22,0
2840,Hazy,22,5
2841,Clear,11,0
2842,Clear,11,0
2843,Clear,41,0
2844,Hazy,25,5
2845,Foggy,28,20
2846,Rainy,43,15
2847,Hazy,31,5
2848,Clear,23,0
2849,Rainy,33,15
2850,Foggy,23,20
2851,Clear,25,0
2852,Rainy,23,15
2853,Clear,21,0
2854,Rainy,10,15
2855,Clear,36,0
2856,Foggy,8,20
2857,Foggy,15,20
2858,Clear,17,0
2859,Foggy,33,20
2860,Clear,19,0
2861,Rainy,13,15
2862,Clear,25,0
2863,Foggy,15,20
2864,Rainy,31,15
2865,Clear,9,0
2866,Clear,19,0
2867,Rainy,21,15
2868,Clear,18,0
2869,Clear,16,0
2870,Foggy,41,20
2871,Clear,30,0
2872,Clear,28,0
2873,Rainy,18,15
2874,Clear,8,0
2875,Clear,28,0
2876,Foggy,5,20
2877,Rainy,39,15
2878,Rainy,42,15
2879,Clear,38,0
2880,Hazy,17,5
2881,Hazy,24,5
2882,Hazy,13,5
2883,Rainy,13,15
2884,Clear,42,0
2885,Rainy,40,15
2886,Clear,34,0
2887,Foggy,15,20
2888,Clear,31,0
2889,Rainy,6,15
2890,Rainy,25,15
2891,Foggy,30,20
2892,Clear,17,0
2893,Rainy,15,15
2894,Foggy,29,20
2895,Clear,28,0
2896,Clear,15,0
2897,Foggy,7,20
2898,Clear,30,0
2899,Clear,23,0
2900,Rainy,20,15
2901,Clear,10,0
2902,Rainy,36,15
2903,Clear,42,0
2904,Clear,33,0
2905,Clear,7,0
2906,Clear,23,0
2907,Foggy,15,20
2908,Clear,5,0
2909,Foggy,31,20
2910,Clear,18,0
2911,Foggy,19,20
2912,Foggy,42,20
2913,Clear,44,0
2914,Clear,31,0
2915,Clear,28,0
2916,Rainy,28,15
2917,Clear,19,0
2918,Foggy,35,20
2919,Clear,24,0
2920,Rainy,39,15
2921,Clear,41,0
2922,Rainy,8,15
2923,Foggy,20,20
2924,Hazy,43,5
2925,Rainy,18,15
2926,Foggy,43,20
2927,Clear,42,0
2928,Foggy,11,20
2929,Clear,33,0
2930,Rainy,42,15
2931,Clear,42,0
2932,Clear,39,0
2933,Rainy,5,15
2934,Hazy,43,5
2935,Rainy,39,15
2936,Rainy,27,15
2937,Clear,16,0
2938,Clear,41,0
2939,Rainy,24,15
2940,Clear,8,0
2941,Rainy,17,15
2942,Foggy,13,20
2943,Rainy,40,15
2944,Hazy,12,5
2945,Clear,15,0
2946,Foggy,35,20
2947,Clear,41,0
2948,Hazy,20,5
2949,Hazy,20,5
2950,Rainy,39,15
2951,Rainy,8,15
2952,Foggy,16,20
2953,Clear,36,0
2954,Clear,32,0
2955,Hazy,42,5
2956,Rainy,24,15
2957,Clear,20,0
2958,Rainy,5,15
2959,Clear,38,0
2960,Rainy,24,15
2961,Clear,32,0
2962,Foggy,34,20
2963,Rainy,44,15
2964,Hazy,43,5
2965,Foggy,44,20
2966,Clear,22,0
2967,Clear,15,0
2968,Clear,22,0
2969,Clear,43,0
2970,Clear,9,0
2971,Clear,8,0
2972,Clear,36,0
2973,Rainy,23,15
2974,Foggy,42,20
2975,Rainy,22,15
2976,Clear,5,0
2977,Clear,24,0
2978,Clear,17,0
2979,Clear,8,0
2980,Foggy,21,20
2981,Rainy,22,15
2982,Clear,12,0
2983,Clear,30,0
2984,Foggy,23,20
2985,Rainy,37,15
2986,Clear,10,0
2987,Rainy,35,15
2988,Rainy,26,15
2989,Rainy,33,15
2990,Clear,8,0
2991,Clear,12,0
2992,Clear,36,0
2993,Rainy,42,15
2994,Rainy,39,15
2995,Foggy,23,20
2996,Clear,36,0
2997,Rainy,9,15
2998,Clear,18,0
2999,Clear,35,0
3000,Clear,37,0
3001,Rainy,43,15
3002,Rainy,7,15
3003,Clear,35,0
3004,Rainy,36,15
3005,Rainy,21,15
3006,Rainy,18,15
3007,Clear,19,0
3008,Clear,5,0
3009,Clear,25,0
3010,Clear,23,0
3011,Foggy,42,20
3012,Rainy,22,15
3013,Rainy,11,15
3014,Clear,25,0
3015,Rainy,43,15
3016,Rainy,6,15
3017,Clear,26,0
3018,Hazy,37,5
3019,Clear,28,0
3020,Rainy,21,15
3021,Clear,42,0
3022,Rainy,15,15
3023,Foggy,23,20
3024,Clear,33,0
3025,Foggy,14,20
3026,Clear,34,0
3027,Foggy,43,20
3028,Clear,37,0
3029,Clear,16,0
3030,Clear,35,0
3031,Clear,16,0
3032,Clear,21,0
3033,Foggy,29,20
3034,Clear,33,0
3035,Clear,43,0
3036,Clear,26,0
3037,Rainy,9,15
3038,Rainy,5,15
3039,Clear,18,0
3040,Foggy,40,20
3041,Rainy,7,15
3042,Hazy,25,5
3043,Hazy,28,5
3044,Foggy,19,20
3045,Clear,7,0
3046,Rainy,5,15
3047,Foggy,10,20
3048,Clear,12,0
3049,Clear,39,0
3050,Rainy,21,15
3051,Clear,35,0
3052,Clear,36,0
3053,Clear,36,0
3054,Rainy,34,15
3055,Clear,30,0
3056,Hazy,44,5
3057,Rainy,13,15
3058,Rainy,20,15
3059,Clear,11,0
3060,Rainy,31,15
3061,Clear,14,0
3062,Clear,19,0
3063,Clear,40,0
3064,Clear,43,0
3065,Rainy,34,15
3066,Clear,40,0
3067,Hazy,7,5
3068,Rainy,16,15
3069,Clear,41,0
3070,Foggy,30,20
3071,Foggy,8,20
3072,Clear,7,0
3073,Clear,43,0
3074,Clear,25,0
3075,Clear,13,0
3076,Clear,34,0
3077,Foggy,9,20
3078,Clear,35,0
3079,Clear,34,0
3080,Rainy,38,15
3081,Clear,26,0
3082,Rainy,34,15
3083,Clear,17,0
3084,Rainy,29,15
3085,Clear,37,0
3086,Clear,37,0
3087,Clear,23,0
3088,Clear,27,0
3089,Foggy,20,20
3090,Clear,8,0
3091,Foggy,39,20
3092,Clear,17,0
3093,Clear,7,0
3094,Foggy,15,20
3095,Foggy,44,20
3096,Hazy,39,5
3097,Rainy,43,15
3098,Clear,27,0
3099,Rainy,32,15
3100,Rainy,6,15
3101,Foggy,44,20
3102,Clear,40,0
3103,Foggy,21,20
3104,Rainy,7,15
3105,Foggy,8,20
3106,Foggy,34,20
3107,Foggy,35,20
3108,Clear,12,0
3109,Rainy,39,15
3110,Clear,17,0
3111,Rainy,18,15
3112,Clear,23,0
3113,Rainy,29,15
3114,Clear,37,0
3115,Clear,21,0
3116,Clear,35,0
3117,Rainy,36,15
3118,Clear,26,0
3119,Foggy,20,20
3120,Clear,10,0
3121,Clear,44,0
3122,Foggy,27,20
3123,Clear,5,0
3124,Clear,21,0
3125,Clear,27,0
3126,Foggy,11,20
3127,Foggy,11,20
3128,Rainy,28,15
3129,Clear,8,0
3130,Clear,36,0
3131,Clear,40,0
3132,Clear,22,0
3133,Rainy,30,15
3134,Clear,31,0
3135,Hazy,35,5
3136,Clear,7,0
3137,Rainy,10,15
3138,Foggy,26,20
3139,Clear,20,0
3140,Foggy,22,20
3141,Clear,42,0
3142,Clear,29,0
3143,Foggy,21,20
3144,Hazy,42,5
3145,Clear,40,0
3146,Clear,5,0
3147,Foggy,26,20
3148,Hazy,42,5
3149,Clear,8,0
3150,Clear,13,0
3151,Clear,13,0
3152,Hazy,5,5
3153,Foggy,42,20
3154,Clear,29,0
3155,Rainy,27,15
3156,Clear,38,0
3157,Clear,11,0
3158,Clear,39,0
3159,Clear,29,0
3160,Clear,40,0
3161,Clear,15,0
3162,Rainy,34,15
3163,Foggy,25,20
3164,Rainy,40,15
3165,Clear,11,0
3166,Hazy,41,5
3167,Clear,34,0
3168,Rainy,11,15
3169,Clear,8,0
3170,Clear,27,0
3171,Clear,42,0
3172,Clear,6,0
3173,Clear,8,0
3174,Clear,34,0
3175,Clear,16,0
3176,Foggy,35,20
3177,Clear,16,0
3178,Foggy,37,20
3179,Clear,13,0
3180,Clear,23,0
3181,Clear,41,0
3182,Clear,14,0
3183,Foggy,37,20
3184,Rainy,33,15
3185,Clear,27,0
3186,Hazy,25,5
3187,Rainy,6,15
3188,Clear,24,0
3189,Clear,33,0
3190,Rainy,18,15
3191,Clear,32,0
3192,Clear,37,0
3193,Rainy,17,15
3194,Hazy,24,5
3195,Rainy,20,15
3196,Hazy,34,5
3197,Clear,36,0
3198,Clear,9,0
3199,Clear,14,0
3200,Foggy,19,20
3201,Rainy,36,15
3202,Hazy,42,5
3203,Clear,40,0
3204,Rainy,37,15
3205,Hazy,25,5
3206,Rainy,23,15
3207,Rainy,34,15
3208,Rainy,18,15
3209,Rainy,30,15
3210,Hazy,22,5
3211,Foggy,6,20
3212,Hazy,23,5
3213,Clear,15,0
3214,Clear,42,0
3215,Clear,16,0
3216,Rainy,8,15
3217,Clear,18,0
3218,Clear,18,0
3219,Clear,29,0
3220,Clear,32,0
3221,Foggy,19,20
3222,Clear,25,0
3223,Rainy,7,15
3224,Clear,11,0
3225,Clear,37,0
3226,Clear,42,0
3227,Clear,8,0
3228,Rainy,39,15
3229,Clear,37,0
3230,Clear,7,0
3231,Hazy,35,5
3232,Clear,8,0
3233,Clear,14,0
3234,Clear,18,0
3235,Clear,20,0
3236,Foggy,44,20
3237,Rainy,9,15
3238,Clear,6,0
3239,Clear,13,0
3240,Rainy,14,15
3241,Hazy,13,5
3242,Clear,33,0
3243,Clear,7,0
3244,Clear,42,0
3245,Foggy,12,20
3246,Foggy,40,20
3247,Clear,40,0
3248,Rainy,38,15
3249,Foggy,22,20
3250,Clear,20,0
3251,Clear,25,0
3252,Rainy,15,15
3253,Clear,31,0
3254,Clear,30,0
3255,Clear,19,0
3256,Hazy,43,5
3257,Clear,37,0
3258,Foggy,15,20
3259,Hazy,28,5
3260,Clear,28,0
3261,Clear,24,0
3262,Clear,8,0
3263,Clear,19,0
3264,Rainy,35,15
3265,Hazy,9,5
3266,Clear,14,0
3267,Foggy,28,20
3268,Foggy,35,20
3269,Clear,14,0
3270,Rainy,20,15
3271,Foggy,28,20
3272,Foggy,25,20
3273,Rainy,11,15
3274,Foggy,42,20
3275,Hazy,20,5
3276,Hazy,37,5
3277,Foggy,7,20
3278,Rainy,36,15
3279,Clear,23,0
3280,Clear,22,0
3281,Rainy,28,15
3282,Clear,42,0
3283,Hazy,19,5
3284,Clear,21,0
3285,Foggy,26,20
3286,Rainy,43,15
3287,Rainy,29,15
3288,Clear,26,0
3289,Clear,35,0
3290,Clear,16,0
3291,Foggy,22,20
3292,Clear,10,0
3293,Rainy,21,15
3294,Clear,20,0
3295,Clear,9,0
3296,Clear,35,0
3297,Rainy,24,15
3298,Clear,16,0
3299,Clear,10,0
3300,Hazy,15,5
3301,Clear,33,0
3302,Clear,26,0
3303,Foggy,23,20
3304,Clear,31,0
3305,Rainy,44,15
3306,Rainy,40,15
3307,Clear,31,0
3308,Clear,8,0
3309,Rainy,43,15
3310,Rainy,5,15
3311,Clear,15,0
3312,Rainy,20,15
3313,Clear,28,0
3314,Rainy,36,15
3315,Foggy,13,20
3316,Hazy,29,5
3317,Clear,16,0
3318,Clear,40,0
3319,Rainy,33,15
3320,Clear,16,0
3321,Foggy,18,20
3322,Foggy,9,20
3323,Clear,7,0
3324,Clear,15,0
3325,Rainy,27,15
3326,Rainy,21,15
3327,Foggy,21,20
3328,Clear,11,0
3329,Clear,26,0
3330,Clear,33,0
3331,Rainy,41,15
3332,Clear,31,0
3333,Clear,6,0
3334,Clear,16,0
3335,Clear,7,0
3336,Rainy,20,15
3337,Clear,29,0
3338,Clear,15,0
3339,Clear,13,0
3340,Hazy,31,5
3341,Clear,5,0
3342,Clear,9,0
3343,Rainy,21,15
3344,Foggy,34,20
3345,Foggy,27,20
3346,Foggy,33,20
3347,Clear,20,0
3348,Clear,39,0
3349,Rainy,12,15
3350,Foggy,25,20
3351,Clear,18,0
3352,Clear,11,0
3353,Clear,20,0
3354,Clear,37,0
3355,Clear,41,0
3356,Rainy,18,15
3357,Clear,41,0
3358,Clear,42,0
3359,Foggy,40,20
3360,Clear,31,0
3361,Rainy,20,15
3362,Foggy,35,20
3363,Foggy,38,20
3364,Clear,42,0
3365,Clear,11,0
3366,Clear,28,0
3367,Clear,10,0
3368,Rainy,39,15
3369,Clear,18,0
3370,Clear,21,0
3371,Clear,16,0
3372,Clear,5,0
3373,Rainy,7,15
3374,Clear,40,0
3375,Foggy,42,20
3376,Foggy,38,20
3377,Foggy,6,20
3378,Clear,36,0
3379,Clear,9,0
3380,Clear,22,0
3381,Foggy,32,20
3382,Rainy,37,15
3383,Foggy,27,20
3384,Clear,35,0
3385,Clear,7,0
3386,Foggy,18,20
3387,Rainy,10,15
3388,Clear,44,0
3389,Foggy,17,20
3390,Rainy,6,15
3391,Clear,37,0
3392,Foggy,40,20
3393,Foggy,43,20
3394,Rainy,27,15
3395,Clear,31,0
3396,Clear,12,0
3397,Hazy,5,5
3398,Foggy,12,20
3399,Rainy,16,15
3400,Hazy,44,5
3401,Clear,37,0
3402,Clear,38,0
3403,Foggy,15,20
3404,Clear,31,0
3405,Clear,5,0
3406,Rainy,6,15
3407,Clear,21,0
3408,Clear,10,0
3409,Rainy,7,15
3410,Rainy,16,15
3411,Clear,24,0
3412,Foggy,7,20
3413,Clear,7,0
3414,Rainy,10,15
3415,Clear,41,0
3416,Foggy,33,20
3417,Clear,32,0
3418,Rainy,13,15
3419,Clear,35,0
3420,Clear,12,0
3421,Rainy,31,15
3422,Rainy,19,15
3423,Clear,30,0
3424,Clear,6,0
3425,Clear,40,0
3426,Clear,38,0
3427,Clear,5,0
3428,Rainy,43,15
3429,Foggy,24,20
3430,Hazy,44,5
3431,Clear,37,0
3432,Clear,11,0
3433,Clear,38,0
3434,Rainy,19,15
3435,Clear,15,0
3436,Rainy,19,15
3437,Clear,31,0
3438,Clear,13,0
3439,Clear,9,0
3440,Rainy,15,15
3441,Clear,40,0
3442,Hazy,32,5
3443,Foggy,27,20
3444,Clear,42,0
3445,Foggy,36,20
3446,Rainy,32,15
3447,Rainy,16,15
3448,Foggy,28,20
3449,Clear,9,0
3450,Rainy,33,15
3451,Clear,40,0
3452,Clear,16,0
3453,Rainy,24,15
3454,Clear,12,0
3455,Foggy,7,20
3456,Clear,24,0
3457,Clear,15,0
3458,Hazy,30,5
3459,Hazy,34,5
3460,Clear,11,0
3461,Clear,14,0
3462,Foggy,10,20
3463,Hazy,13,5
3464,Rainy,41,15
3465,Rainy,34,15
3466,Hazy,26,5
3467,Clear,9,0
3468,Foggy,11,20
3469,Rainy,37,15
3470,Hazy,29,5
3471,Hazy,28,5
3472,Clear,36,0
3473,Rainy,15,15
3474,Clear,26,0
3475,Rainy,22,15
3476,Clear,27,0
3477,Hazy,35,5
3478,Hazy,30,5
3479,Clear,13,0
3480,Clear,31,0
3481,Clear,19,0
3482,Clear,41,0
3483,Rainy,31,15
3484,Rainy,14,15
3485,Rainy,31,15
3486,Clear,18,0
3487,Hazy,44,5
3488,Clear,18,0
3489,Hazy,34,5
3490,Clear,16,0
3491,Rainy,37,15
3492,Clear,44,0
3493,Clear,13,0
3494,Clear,6,0
3495,Rainy,36,15
3496,Clear,23,0
3497,Hazy,31,5
3498,Hazy,38,5
3499,Clear,5,0
3500,Rainy,18,15
3501,Foggy,36,20
3502,Clear,5,0
3503,Clear,5,0
3504,Rainy,22,15
3505,Clear,16,0
3506,Clear,42,0
3507,Clear,7,0
3508,Clear,30,0
3509,Foggy,38,20
3510,Clear,12,0
3511,Clear,12,0
3512,Rainy,29,15
3513,Clear,18,0
3514,Clear,39,0
3515,Hazy,29,5
3516,Clear,17,0
3517,Hazy,41,5
3518,Clear,38,0
3519,Clear,39,0
3520,Clear,44,0
3521,Clear,22,0
3522,Clear,44,0
3523,Hazy,16,5
3524,Clear,30,0
3525,Rainy,6,15
3526,Rainy,10,15
3527,Foggy,25,20
3528,Clear,17,0
3529,Clear,38,0
3530,Clear,38,0
3531,Clear,22,0
3532,Clear,18,0
3533,Clear,27,0
3534,Clear,25,0
3535,Clear,7,0
3536,Rainy,15,15
3537,Clear,10,0
3538,Clear,32,0
3539,Rainy,42,15
3540,Clear,22,0
3541,Clear,29,0
3542,Rainy,11,15
3543,Foggy,42,20
3544,Clear,12,0
3545,Clear,25,0
3546,Clear,8,0
3547,Hazy,20,5
3548,Clear,5,0
3549,Clear,8,0
3550,Clear,20,0
3551,Foggy,18,20
3552,Hazy,11,5
3553,Clear,19,0
3554,Clear,8,0
3555,Foggy,27,20
3556,Clear,21,0
3557,Rainy,30,15
3558,Clear,40,0
3559,Rainy,10,15
3560,Clear,41,0
3561,Rainy,25,15
3562,Rainy,28,15
3563,Rainy,35,15
3564,Clear,27,0
3565,Clear,11,0
3566,Hazy,22,5
3567,Foggy,19,20
3568,Rainy,10,15
3569,Hazy,24,5
3570,Hazy,22,5
3571,Clear,32,0
3572,Clear,41,0
3573,Rainy,23,15
3574,Foggy,19,20
3575,Rainy,39,15
3576,Rainy,40,15
3577,Clear,6,0
3578,Rainy,24,15
3579,Rainy,15,15
3580,Clear,19,0
3581,Clear,44,0
3582,Rainy,34,15
3583,Clear,14,0
3584,Rainy,14,15
3585,Clear,27,0
3586,Rainy,38,15
3587,Clear,23,0
3588,Clear,11,0
3589,Rainy,27,15
3590,Clear,31,0
3591,Hazy,35,5
3592,Rainy,20,15
3593,Clear,20,0
3594,Clear,43,0
3595,Rainy,7,15
3596,Clear,30,0
3597,Clear,32,0
3598,Clear,42,0
3599,Clear,40,0
3600,Clear,10,0
3601,Clear,41,0
3602,Clear,8,0
3603,Clear,27,0
3604,Clear,12,0
3605,Rainy,44,15
3606,Clear,17,0
3607,Clear,20,0
3608,Clear,9,0
3609,Rainy,14,15
3610,Clear,20,0
3611,Rainy,11,15
3612,Clear,12,0
3613,Rainy,31,15
3614,Clear,23,0
3615,Foggy,26,20
3616,Clear,8,0
3617,Hazy,13,5
3618,Clear,40,0
3619,Rainy,6,15
3620,Clear,19,0
3621,Clear,28,0
3622,Clear,23,0
3623,Rainy,22,15
3624,Clear,31,0
3625,Rainy,22,15
3626,Clear,24,0
3627,Clear,17,0
3628,Clear,25,0
3629,Rainy,13,15
3630,Hazy,38,5
3631,Clear,35,0
3632,Clear,38,0
3633,Rainy,41,15
3634,Clear,20,0
3635,Clear,22,0
3636,Rainy,19,15
3637,Hazy,35,5
3638,Foggy,21,20
3639,Rainy,35,15
3640,Clear,5,0
3641,Clear,19,0
3642,Clear,30,0
3643,Rainy,36,15
3644,Rainy,24,15
3645,Foggy,24,20
3646,Clear,10,0
3647,Clear,23,0
3648,Clear,6,0
3649,Clear,28,0
3650,Clear,5,0
3651,Clear,28,0
3652,Clear,35,0
3653,Clear,39,0
3654,Clear,36,0
3655,Foggy,44,20
3656,Rainy,14,15
3657,Clear,42,0
3658,Foggy,33,20
3659,Clear,19,0
3660,Clear,37,0
3661,Clear,31,0
3662,Hazy,43,5
3663,Rainy,30,15
3664,Hazy,24,5
3665,Clear,12,0
3666,Rainy,12,15
3667,Clear,6,0
3668,Clear,22,0
3669,Rainy,35,15
3670,Clear,39,0
3671,Rainy,5,15
3672,Hazy,36,5
3673,Rainy,14,15
3674,Rainy,5,15
3675,Clear,41,0
3676,Clear,17,0
3677,Hazy,12,5
3678,Clear,21,0
3679,Clear,32,0
3680,Hazy,27,5
3681,Rainy,17,15
3682,Clear,27,0
3683,Clear,25,0
3684,Foggy,41,20
3685,Hazy,16,5
3686,Rainy,20,15
3687,Rainy,27,15
3688,Clear,37,0
3689,Rainy,18,15
3690,Clear,34,0
3691,Hazy,32,5
3692,Clear,14,0
3693,Clear,30,0
3694,Rainy,9,15
3695,Clear,19,0
3696,Clear,26,0
3697,Rainy,15,15
3698,Clear,29,0
3699,Rainy,25,15
3700,Clear,18,0
3701,Clear,20,0
3702,Clear,17,0
3703,Rainy,19,15
3704,Clear,44,0
3705,Clear,33,0
3706,Clear,33,0
3707,Rainy,6,15
3708,Rainy,5,15
3709,Rainy,15,15
3710,Clear,11,0
3711,Clear,37,0
3712,Clear,41,0
3713,Clear,27,0
3714,Clear,10,0
3715,Clear,12,0
3716,Clear,6,0
3717,Clear,11,0
3718,Rainy,7,15
3719,Clear,31,0
3720,Clear,25,0
3721,Clear,12,0
3722,Clear,36,0
3723,Clear,10,0
3724,Clear,34,0
3725,Rainy,25,15
3726,Foggy,28,20
3727,Clear,11,0
3728,Rainy,22,15
3729,Clear,18,0
3730,Clear,25,0
3731,Clear,20,0
3732,Clear,29,0
3733,Hazy,11,5
3734,Rainy,31,15
3735,Clear,26,0
3736,Clear,8,0
3737,Hazy,31,5
