order_id,time_of_day,traffic_condition,traffic_delay
4941,Evening,High,30
4942,Afternoon,Low,5
4943,Morning,High,15
4944,Morning,High,15
4945,Morning,High,15
4946,Evening,Medium,20
4947,Afternoon,Low,5
4948,Morning,Low,5
4949,Afternoon,Low,5
4950,Afternoon,Medium,10
4951,Afternoon,Low,5
4952,Afternoon,Medium,10
4953,Evening,High,30
4954,Afternoon,Low,5
4955,Morning,High,15
4956,Afternoon,Medium,10
4957,Afternoon,Low,5
4958,Afternoon,Low,5
4959,Afternoon,Low,5
4960,Evening,High,30
4961,Evening,High,30
4962,Afternoon,Low,5
4963,Evening,Medium,20
4964,Evening,Medium,20
4965,Evening,Medium,20
4966,Afternoon,Medium,10
4967,Afternoon,Medium,10
4968,Evening,Low,10
4969,Morning,Low,5
4970,Morning,High,15
4971,Morning,Low,5
4972,Afternoon,Low,5
4973,Afternoon,Medium,10
4974,Afternoon,Low,5
4975,Morning,High,15
4976,Afternoon,Medium,10
4977,Evening,High,30
4978,Afternoon,Low,5
4979,Afternoon,Low,5
4980,Evening,High,30
4981,Evening,Medium,20
4982,Afternoon,Low,5
4983,Afternoon,Low,5
4984,Afternoon,Low,5
4985,Evening,Medium,20
4986,Evening,High,30
4987,Afternoon,Low,5
4988,Afternoon,Medium,10
4989,Evening,High,30
4990,Evening,Medium,20
4991,Afternoon,Low,5
4992,Evening,High,30
4993,Afternoon,Low,5
4994,Afternoon,Low,5
4995,Afternoon,Low,5
4996,Evening,Medium,20
4997,Afternoon,Medium,10
4998,Morning,Low,5
4999,Afternoon,Low,5
5000,Evening,Low,10
5001,Evening,Low,10
5002,Evening,High,30
5003,Afternoon,Low,5
5004,Afternoon,Medium,10
5005,Evening,Medium,20
5006,Afternoon,Low,5
5007,Evening,High,30
5008,Afternoon,Low,5
5009,Morning,Medium,10
5010,Evening,Medium,20
5011,Afternoon,Low,5
5012,Afternoon,Low,5
5013,Evening,Medium,20
5014,Afternoon,Low,5
5015,Evening,High,30
5016,Evening,Medium,20
5017,Evening,High,30
5018,Morning,Medium,10
5019,Evening,Medium,20
5020,Morning,Low,5
5021,Afternoon,Low,5
5022,Afternoon,Low,5
5023,Afternoon,Low,5
5024,Morning,Medium,10
5025,Evening,Low,10
5026,Evening,Medium,20
5027,Evening,Low,10
5028,Morning,Low,5
5029,Evening,Medium,20
5030,Morning,Medium,10
5031,Evening,Low,10
5032,Evening,Low,10
5033,Morning,Low,5
5034,Afternoon,Low,5
5035,Evening,High,30
5036,Afternoon,Low,5
5037,Morning,Low,5
5038,Afternoon,Low,5
5039,Evening,High,30
5040,Afternoon,Low,5
5041,Morning,High,15
5042,Afternoon,Low,5
5043,Afternoon,Low,5
5044,Morning,Medium,10
5045,Afternoon,Low,5
5046,Morning,Low,5
5047,Afternoon,Low,5
5048,Evening,High,30
5049,Evening,Medium,20
5050,Evening,Medium,20
5051,Afternoon,Medium,10
5052,Morning,Low,5
5053,Afternoon,Low,5
5054,Evening,High,30
5055,Morning,High,15
5056,Afternoon,Low,5
5057,Morning,Low,5
5058,Afternoon,Low,5
5059,Afternoon,Medium,10
5060,Morning,Low,5
5061,Afternoon,Medium,10
5062,Morning,Low,5
5063,Afternoon,Medium,10
5064,Afternoon,Low,5
5065,Afternoon,Medium,10
5066,Evening,High,30
5067,Afternoon,Low,5
5068,Evening,High,30
5069,Morning,Low,5
5070,Morning,Medium,10
5071,Afternoon,Low,5
5072,Morning,High,15
5073,Afternoon,Low,5
5074,Evening,Low,10
5075,Morning,Low,5
5076,Evening,Medium,20
5077,Afternoon,Low,5
5078,Evening,Medium,20
5079,Afternoon,Medium,10
5080,Evening,Low,10
5081,Afternoon,Medium,10
5082,Evening,Medium,20
5083,Evening,High,30
5084,Afternoon,Medium,10
5085,Evening,High,30
5086,Afternoon,Low,5
5087,Afternoon,Medium,10
5088,Afternoon,Low,5
5089,Evening,Low,10
5090,Afternoon,Low,5
5091,Morning,Medium,10
5092,Evening,High,30
5093,Afternoon,Low,5
5094,Evening,High,30
5095,Evening,Medium,20
5096,Morning,Medium,10
5097,Morning,Medium,10
5098,Evening,Medium,20
5099,Evening,Medium,20
5100,Afternoon,Medium,10
5101,Evening,High,30
5102,Evening,High,30
5103,Evening,High,30
5104,Morning,Medium,10
5105,Afternoon,Low,5
5106,Morning,Medium,10
5107,Evening,Low,10
5108,Evening,Low,10
5109,Afternoon,Low,5
5110,Afternoon,Low,5
5111,Evening,Medium,20
5112,Evening,High,30
5113,Evening,High,30
5114,Afternoon,Medium,10
5115,Afternoon,Low,5
5116,Afternoon,Medium,10
5117,Morning,Medium,10
5118,Afternoon,Low,5
5119,Morning,Low,5
5120,Afternoon,Low,5
5121,Evening,Medium,20
5122,Evening,Medium,20
5123,Evening,Medium,20
5124,Morning,High,15
5125,Evening,Medium,20
5126,Evening,High,30
5127,Evening,Medium,20
5128,Afternoon,Low,5
5129,Afternoon,Low,5
5130,Evening,High,30
5131,Morning,High,15
5132,Evening,Low,10
5133,Evening,Medium,20
5134,Evening,Low,10
5135,Evening,Medium,20
5136,Afternoon,Medium,10
5137,Morning,Low,5
5138,Afternoon,Low,5
5139,Morning,Medium,10
5140,Afternoon,Low,5
5141,Morning,Medium,10
5142,Morning,Low,5
5143,Afternoon,Low,5
5144,Evening,Low,10
5145,Morning,Medium,10
5146,Evening,Medium,20
5147,Afternoon,Low,5
5148,Morning,Medium,10
5149,Afternoon,Low,5
5150,Morning,Low,5
5151,Morning,Low,5
5152,Evening,Medium,20
5153,Evening,Low,10
5154,Morning,High,15
5155,Evening,Medium,20
5156,Evening,High,30
5157,Evening,Low,10
5158,Evening,Low,10
5159,Morning,Medium,10
5160,Afternoon,Low,5
5161,Afternoon,Low,5
5162,Afternoon,Low,5
5163,Afternoon,Medium,10
5164,Afternoon,Medium,10
5165,Afternoon,Low,5
5166,Morning,Medium,10
5167,Evening,High,30
5168,Evening,Medium,20
5169,Evening,High,30
5170,Evening,Medium,20
5171,Afternoon,Low,5
5172,Evening,Medium,20
5173,Afternoon,Low,5
5174,Afternoon,Medium,10
5175,Morning,High,15
5176,Evening,Medium,20
5177,Morning,Medium,10
5178,Afternoon,Medium,10
5179,Morning,High,15
5180,Afternoon,Low,5
5181,Afternoon,Low,5
5182,Evening,Medium,20
5183,Evening,Medium,20
5184,Afternoon,Low,5
5185,Afternoon,Medium,10
5186,Evening,Low,10
5187,Morning,Low,5
5188,Morning,Low,5
5189,Morning,High,15
5190,Morning,Medium,10
5191,Afternoon,Low,5
5192,Evening,Low,10
5193,Afternoon,Medium,10
5194,Morning,Medium,10
5195,Evening,Low,10
5196,Evening,High,30
5197,Evening,Medium,20
5198,Afternoon,Low,5
5199,Afternoon,Low,5
5200,Evening,High,30
5201,Evening,Medium,20
5202,Afternoon,Low,5
5203,Morning,Low,5
5204,Afternoon,Medium,10
5205,Evening,Medium,20
5206,Evening,Medium,20
5207,Afternoon,Medium,10
5208,Afternoon,Low,5
5209,Morning,Low,5
5210,Morning,Low,5
5211,Morning,High,15
5212,Morning,Medium,10
5213,Morning,Medium,10
5214,Morning,Low,5
5215,Afternoon,Medium,10
5216,Afternoon,Low,5
5217,Morning,Low,5
5218,Afternoon,Medium,10
5219,Afternoon,Low,5
5220,Evening,Low,10
5221,Afternoon,Medium,10
5222,Afternoon,Low,5
5223,Morning,Low,5
5224,Afternoon,Low,5
5225,Afternoon,Low,5
5226,Afternoon,Low,5
5227,Afternoon,Medium,10
5228,Morning,Low,5
5229,Afternoon,Low,5
5230,Afternoon,Medium,10
5231,Morning,Low,5
5232,Afternoon,Low,5
5233,Evening,High,30
5234,Morning,Low,5
5235,Evening,High,30
5236,Morning,High,15
5237,Morning,Low,5
5238,Afternoon,Low,5
5239,Evening,High,30
5240,Evening,High,30
5241,Afternoon,Low,5
5242,Afternoon,Low,5
5243,Morning,Low,5
5244,Morning,Medium,10
5245,Evening,High,30
5246,Afternoon,Low,5
5247,Evening,Low,10
5248,Morning,High,15
5249,Afternoon,Low,5
5250,Morning,Low,5
5251,Morning,Medium,10
5252,Afternoon,Medium,10
5253,Evening,High,30
5254,Afternoon,Low,5
5255,Evening,Medium,20
5256,Afternoon,Low,5
5257,Morning,High,15
5258,Morning,High,15
5259,Afternoon,Medium,10
5260,Afternoon,Medium,10
5261,Evening,Medium,20
5262,Afternoon,Medium,10
5263,Evening,Medium,20
5264,Morning,Medium,10
5265,Afternoon,Low,5
5266,Afternoon,Low,5
5267,Afternoon,Medium,10
5268,Morning,High,15
5269,Morning,High,15
5270,Evening,Medium,20
5271,Morning,Medium,10
5272,Morning,Medium,10
5273,Morning,Low,5
5274,Morning,Low,5
5275,Evening,Medium,20
5276,Morning,High,15
5277,Evening,Low,10
5278,Afternoon,Medium,10
5279,Afternoon,Low,5
5280,Afternoon,Low,5
5281,Morning,Low,5
5282,Afternoon,Low,5
5283,Evening,Medium,20
5284,Afternoon,Low,5
5285,Evening,Medium,20
5286,Evening,Medium,20
5287,Evening,High,30
5288,Evening,High,30
5289,Morning,Low,5
5290,Morning,Medium,10
5291,Afternoon,Low,5
5292,Morning,Medium,10
5293,Morning,Low,5
5294,Morning,Medium,10
5295,Evening,High,30
5296,Afternoon,Low,5
5297,Afternoon,Low,5
5298,Morning,Low,5
5299,Afternoon,Medium,10
5300,Afternoon,Low,5
5301,Morning,Low,5
5302,Evening,High,30
5303,Afternoon,Low,5
5304,Evening,High,30
5305,Afternoon,Low,5
5306,Morning,Medium,10
5307,Afternoon,Low,5
5308,Afternoon,Low,5
5309,Morning,Low,5
5310,Evening,Medium,20
5311,Evening,Low,10
5312,Evening,High,30
5313,Afternoon,Medium,10
5314,Afternoon,Low,5
5315,Evening,Medium,20
5316,Afternoon,Low,5
5317,Evening,High,30
5318,Afternoon,Low,5
5319,Morning,Medium,10
5320,Morning,Medium,10
5321,Morning,High,15
5322,Afternoon,Medium,10
5323,Evening,Medium,20
5324,Afternoon,Low,5
5325,Morning,Medium,10
5326,Afternoon,Low,5
5327,Afternoon,Medium,10
5328,Afternoon,Low,5
5329,Evening,Low,10
5330,Afternoon,Low,5
5331,Morning,Medium,10
5332,Morning,Medium,10
5333,Morning,Low,5
5334,Afternoon,Low,5
5335,Afternoon,Low,5
5336,Evening,Medium,20
5337,Afternoon,Medium,10
5338,Morning,Medium,10
5339,Afternoon,Medium,10
5340,Afternoon,Medium,10
5341,Afternoon,Medium,10
5342,Evening,Low,10
5343,Afternoon,Low,5
5344,Morning,Low,5
5345,Morning,High,15
5346,Morning,Medium,10
5347,Morning,High,15
5348,Evening,Medium,20
5349,Afternoon,Low,5
5350,Afternoon,Low,5
5351,Evening,High,30
5352,Afternoon,Low,5
5353,Afternoon,Medium,10
5354,Afternoon,Low,5
5355,Evening,High,30
5356,Afternoon,Medium,10
5357,Evening,Low,10
5358,Evening,High,30
5359,Afternoon,Medium,10
5360,Afternoon,Low,5
5361,Afternoon,Low,5
5362,Evening,Medium,20
5363,Evening,Medium,20
5364,Afternoon,Medium,10
5365,Afternoon,Low,5
5366,Evening,High,30
5367,Afternoon,Medium,10
5368,Afternoon,Low,5
5369,Morning,Low,5
5370,Evening,High,30
5371,Morning,Medium,10
5372,Morning,Low,5
5373,Morning,Low,5
5374,Morning,Low,5
5375,Evening,Low,10
5376,Afternoon,Low,5
5377,Afternoon,Medium,10
5378,Evening,High,30
5379,Afternoon,Medium,10
5380,Afternoon,Low,5
5381,Evening,Medium,20
5382,Afternoon,Low,5
5383,Morning,Medium,10
5384,Evening,Medium,20
5385,Morning,Low,5
5386,Morning,Medium,10
5387,Afternoon,Low,5
5388,Afternoon,Medium,10
5389,Morning,Low,5
5390,Evening,Medium,20
5391,Evening,Medium,20
5392,Morning,Medium,10
5393,Afternoon,Low,5
5394,Afternoon,Medium,10
5395,Morning,Low,5
5396,Evening,Medium,20
5397,Afternoon,Medium,10
5398,Evening,Medium,20
5399,Afternoon,Low,5
5400,Afternoon,Medium,10
5401,Afternoon,Low,5
5402,Afternoon,Medium,10
5403,Evening,Medium,20
5404,Evening,Medium,20
5405,Evening,Low,10
5406,Morning,High,15
5407,Afternoon,Low,5
5408,Morning,Low,5
5409,Morning,Medium,10
5410,Morning,Low,5
5411,Afternoon,Low,5
5412,Afternoon,Medium,10
5413,Evening,High,30
5414,Evening,Medium,20
5415,Afternoon,Medium,10
5416,Morning,Low,5
5417,Morning,Low,5
5418,Morning,Low,5
5419,Morning,Medium,10
5420,Morning,Medium,10
5421,Afternoon,Low,5
5422,Afternoon,Medium,10
5423,Evening,High,30
5424,Afternoon,Low,5
5425,Afternoon,Low,5
5426,Morning,Low,5
5427,Morning,Low,5
5428,Morning,Low,5
5429,Evening,Low,10
5430,Evening,Medium,20
5431,Evening,Medium,20
5432,Evening,Medium,20
5433,Afternoon,Medium,10
5434,Afternoon,Low,5
5435,Morning,Low,5
5436,Afternoon,Medium,10
5437,Afternoon,Low,5
5438,Morning,Medium,10
5439,Morning,Low,5
5440,Evening,Medium,20
5441,Evening,Medium,20
5442,Morning,Medium,10
5443,Evening,Medium,20
5444,Evening,Low,10
5445,Evening,High,30
5446,Afternoon,Low,5
5447,Afternoon,Low,5
5448,Evening,High,30
5449,Morning,Medium,10
5450,Evening,High,30
5451,Afternoon,Low,5
5452,Evening,Low,10
5453,Evening,Medium,20
5454,Evening,Medium,20
5455,Morning,Low,5
5456,Morning,Low,5
5457,Evening,Medium,20
5458,Morning,Low,5
5459,Morning,Low,5
5460,Evening,High,30
5461,Morning,Low,5
5462,Afternoon,Low,5
5463,Evening,High,30
5464,Morning,Medium,10
5465,Evening,Medium,20
5466,Morning,Low,5
5467,Afternoon,Low,5
5468,Evening,Medium,20
5469,Afternoon,Low,5
5470,Evening,Medium,20
5471,Afternoon,Low,5
5472,Afternoon,Low,5
5473,Morning,Low,5
5474,Morning,Medium,10
5475,Morning,Low,5
5476,Afternoon,Medium,10
5477,Evening,High,30
5478,Afternoon,Low,5
5479,Evening,Medium,20
5480,Evening,Medium,20
5481,Morning,Low,5
5482,Evening,Medium,20
5483,Evening,Medium,20
5484,Morning,Medium,10
5485,Afternoon,Low,5
5486,Evening,Medium,20
5487,Morning,Medium,10
5488,Afternoon,Low,5
5489,Morning,High,15
5490,Afternoon,Medium,10
5491,Evening,Low,10
5492,Afternoon,Low,5
5493,Morning,Low,5
5494,Morning,Low,5
5495,Morning,Low,5
5496,Afternoon,Low,5
5497,Morning,Medium,10
5498,Afternoon,Low,5
5499,Afternoon,Medium,10
5500,Morning,High,15
5501,Morning,High,15
5502,Afternoon,Low,5
5503,Evening,High,30
5504,Afternoon,Medium,10
5505,Morning,Medium,10
5506,Morning,Low,5
5507,Evening,High,30
5508,Evening,Medium,20
5509,Evening,High,30
5510,Evening,Low,10
5511,Afternoon,Low,5
5512,Evening,Low,10
5513,Evening,Medium,20
5514,Evening,Low,10
5515,Morning,Low,5
5516,Afternoon,Medium,10
5517,Evening,Low,10
5518,Afternoon,Low,5
5519,Afternoon,Medium,10
5520,Evening,High,30
5521,Evening,Medium,20
5522,Afternoon,Low,5
5523,Morning,Low,5
5524,Evening,Medium,20
5525,Morning,Low,5
5526,Evening,High,30
5527,Evening,Low,10
5528,Afternoon,Low,5
5529,Afternoon,Low,5
5530,Morning,Medium,10
5531,Afternoon,Low,5
5532,Evening,Low,10
5533,Morning,Low,5
5534,Afternoon,Low,5
5535,Evening,High,30
5536,Morning,Medium,10
5537,Morning,Low,5
5538,Evening,Medium,20
5539,Evening,Low,10
5540,Morning,Medium,10
5541,Morning,Low,5
5542,Evening,Low,10
5543,Afternoon,Low,5
5544,Afternoon,Medium,10
5545,Evening,Medium,20
5546,Morning,Medium,10
5547,Morning,Medium,10
5548,Evening,High,30
5549,Afternoon,Low,5
5550,Morning,Medium,10
5551,Morning,Low,5
5552,Afternoon,Medium,10
5553,Afternoon,Low,5
5554,Morning,High,15
5555,Morning,Low,5
5556,Afternoon,Low,5
5557,Morning,Medium,10
5558,Morning,Medium,10
5559,Afternoon,Low,5
5560,Afternoon,Medium,10
5561,Afternoon,Low,5
5562,Morning,Low,5
5563,Afternoon,Medium,10
5564,Evening,Medium,20
5565,Afternoon,Low,5
5566,Afternoon,Low,5
5567,Evening,High,30
5568,Morning,Low,5
5569,Morning,High,15
5570,Afternoon,Low,5
5571,Morning,Medium,10
5572,Evening,High,30
5573,Evening,Low,10
5574,Afternoon,Low,5
5575,Morning,Medium,10
5576,Afternoon,Low,5
5577,Evening,High,30
5578,Morning,Low,5
5579,Evening,High,30
5580,Evening,Medium,20
5581,Evening,Medium,20
5582,Evening,Medium,20
5583,Morning,High,15
5584,Morning,Medium,10
5585,Evening,Low,10
5586,Evening,Medium,20
5587,Afternoon,Low,5
5588,Afternoon,Low,5
5589,Morning,Low,5
5590,Afternoon,Low,5
5591,Morning,Low,5
5592,Morning,Medium,10
5593,Afternoon,Low,5
5594,Morning,Low,5
5595,Morning,Medium,10
5596,Afternoon,Medium,10
5597,Afternoon,Low,5
5598,Afternoon,Low,5
5599,Evening,High,30
5600,Morning,Medium,10
5601,Evening,High,30
5602,Evening,High,30
5603,Morning,High,15
5604,Afternoon,Medium,10
5605,Evening,Medium,20
5606,Evening,Low,10
5607,Morning,Low,5
5608,Evening,High,30
5609,Morning,Medium,10
5610,Evening,Medium,20
5611,Evening,High,30
5612,Afternoon,Low,5
5613,Afternoon,Medium,10
5614,Evening,Low,10
5615,Evening,High,30
5616,Evening,Medium,20
5617,Evening,Medium,20
5618,Morning,Low,5
5619,Evening,Low,10
5620,Morning,Low,5
5621,Morning,High,15
5622,Afternoon,Low,5
5623,Evening,Low,10
5624,Morning,Low,5
5625,Afternoon,Low,5
5626,Afternoon,Medium,10
5627,Evening,Medium,20
5628,Morning,Low,5
5629,Evening,Medium,20
5630,Afternoon,Medium,10
5631,Afternoon,Low,5
5632,Afternoon,Medium,10
5633,Afternoon,Medium,10
5634,Evening,Medium,20
5635,Evening,Low,10
5636,Afternoon,Low,5
5637,Evening,Medium,20
5638,Morning,Low,5
5639,Afternoon,Low,5
5640,Evening,Medium,20
5641,Morning,Low,5
5642,Afternoon,Low,5
5643,Morning,Medium,10
5644,Afternoon,Low,5
5645,Morning,Medium,10
5646,Evening,Low,10
5647,Morning,Low,5
5648,Morning,High,15
5649,Afternoon,Low,5
5650,Morning,Medium,10
5651,Morning,High,15
5652,Evening,Medium,20
5653,Evening,Medium,20
5654,Morning,Low,5
5655,Morning,Medium,10
5656,Afternoon,Low,5
5657,Morning,Low,5
5658,Evening,Medium,20
5659,Evening,High,30
5660,Afternoon,Low,5
5661,Evening,Medium,20
5662,Afternoon,Low,5
5663,Afternoon,Low,5
5664,Afternoon,Low,5
5665,Evening,High,30
5666,Morning,Low,5
5667,Morning,Low,5
5668,Afternoon,Low,5
5669,Afternoon,Medium,10
5670,Morning,High,15
5671,Afternoon,Medium,10
5672,Morning,Low,5
5673,Afternoon,Medium,10
5674,Afternoon,Low,5
5675,Morning,Low,5
5676,Morning,Medium,10
5677,Morning,High,15
5678,Evening,High,30
5679,Morning,Medium,10
5680,Evening,High,30
5681,Morning,High,15
5682,Afternoon,Low,5
5683,Afternoon,Medium,10
5684,Afternoon,Low,5
5685,Morning,Low,5
5686,Evening,High,30
5687,Afternoon,Low,5
5688,Afternoon,Medium,10
5689,Afternoon,Medium,10
5690,Afternoon,Low,5
5691,Evening,Medium,20
5692,Afternoon,Low,5
5693,Afternoon,Low,5
5694,Afternoon,Low,5
5695,Afternoon,Low,5
5696,Evening,Medium,20
5697,Afternoon,Low,5
5698,Morning,High,15
5699,Afternoon,Medium,10
5700,Afternoon,Medium,10
5701,Evening,High,30
5702,Morning,High,15
5703,Afternoon,Medium,10
5704,Morning,Low,5
5705,Evening,Low,10
5706,Afternoon,Low,5
5707,Evening,Medium,20
5708,Morning,Medium,10
5709,Evening,Low,10
5710,Morning,Medium,10
5711,Evening,Low,10
5712,Afternoon,Low,5
5713,Afternoon,Low,5
5714,Afternoon,Medium,10
5715,Evening,Low,10
5716,Evening,High,30
5717,Evening,Medium,20
5718,Evening,Low,10
5719,Evening,High,30
5720,Evening,Low,10
5721,Evening,High,30
5722,Morning,Low,5
5723,Morning,Low,5
5724,Evening,Medium,20
5725,Afternoon,Low,5
5726,Morning,High,15
5727,Afternoon,Low,5
5728,Afternoon,Medium,10
5729,Afternoon,Low,5
5730,Morning,Medium,10
5731,Afternoon,Low,5
5732,Afternoon,Low,5
5733,Evening,High,30
5734,Evening,High,30
5735,Afternoon,Low,5
5736,Evening,High,30
5737,Afternoon,Low,5
5738,Afternoon,Low,5
5739,Evening,Medium,20
5740,Morning,Low,5
5741,Evening,High,30
5742,Evening,Medium,20
5743,Morning,Medium,10
5744,Morning,Low,5
5745,Afternoon,Low,5
5746,Afternoon,Low,5
5747,Morning,Low,5
5748,Evening,Low,10
5749,Afternoon,Medium,10
5750,Morning,Medium,10
5751,Afternoon,Low,5
5752,Afternoon,Medium,10
5753,Morning,Low,5
5754,Evening,Low,10
5755,Evening,High,30
5756,Morning,Low,5
5757,Morning,Low,5
5758,Afternoon,Medium,10
5759,Afternoon,Medium,10
5760,Afternoon,Low,5
5761,Evening,Low,10
5762,Evening,Low,10
5763,Morning,High,15
5764,Evening,High,30
5765,Afternoon,Medium,10
5766,Evening,Low,10
5767,Afternoon,Medium,10
5768,Evening,High,30
5769,Evening,Medium,20
5770,Morning,Low,5
5771,Evening,High,30
5772,Afternoon,Low,5
5773,Afternoon,Low,5
5774,Afternoon,Low,5
5775,Afternoon,Low,5
5776,Evening,Medium,20
5777,Morning,Medium,10
5778,Afternoon,Low,5
5779,Afternoon,Low,5
5780,Afternoon,Medium,10
5781,Afternoon,Medium,10
5782,Morning,Medium,10
5783,Evening,Medium,20
5784,Evening,High,30
5785,Morning,Low,5
5786,Morning,Low,5
5787,Afternoon,Low,5
5788,Morning,Low,5
5789,Afternoon,Low,5
5790,Afternoon,Medium,10
5791,Evening,Low,10
5792,Morning,Low,5
5793,Morning,Medium,10
5794,Evening,High,30
5795,Afternoon,Medium,10
5796,Evening,Low,10
5797,Evening,Medium,20
5798,Morning,High,15
5799,Afternoon,Medium,10
5800,Afternoon,Low,5
5801,Evening,High,30
5802,Morning,High,15
5803,Afternoon,Medium,10
5804,Afternoon,Low,5
5805,Afternoon,Low,5
5806,Evening,Medium,20
5807,Afternoon,Low,5
5808,Afternoon,Low,5
5809,Evening,Medium,20
5810,Evening,Medium,20
5811,Afternoon,Low,5
5812,Afternoon,Low,5
5813,Morning,Low,5
5814,Evening,Low,10
5815,Morning,Low,5
5816,Afternoon,Low,5
5817,Evening,Medium,20
5818,Afternoon,Low,5
5819,Morning,Medium,10
5820,Afternoon,Low,5
5821,Evening,Medium,20
5822,Morning,High,15
5823,Evening,Medium,20
5824,Morning,Low,5
5825,Evening,Medium,20
5826,Morning,Low,5
5827,Afternoon,Low,5
5828,Morning,Low,5
5829,Morning,High,15
5830,Evening,Low,10
5831,Morning,High,15
5832,Afternoon,Low,5
5833,Evening,Low,10
5834,Evening,Low,10
5835,Evening,High,30
5836,Afternoon,Low,5
5837,Morning,Medium,10
5838,Afternoon,Medium,10
5839,Afternoon,Medium,10
5840,Afternoon,Low,5
5841,Morning,High,15
5842,Evening,High,30
5843,Morning,Low,5
5844,Morning,High,15
5845,Evening,Low,10
5846,Morning,Medium,10
5847,Afternoon,Low,5
5848,Evening,High,30
5849,Morning,High,15
5850,Afternoon,Low,5
5851,Morning,Medium,10
5852,Evening,Medium,20
5853,Morning,Low,5
5854,Evening,Medium,20
5855,Morning,Low,5
5856,Evening,High,30
5857,Evening,Medium,20
5858,Afternoon,Medium,10
5859,Morning,Medium,10
5860,Afternoon,Low,5
5861,Morning,High,15
5862,Morning,Medium,10
5863,Afternoon,Low,5
5864,Afternoon,Low,5
5865,Evening,Medium,20
5866,Afternoon,Low,5
5867,Afternoon,Low,5
5868,Evening,High,30
5869,Afternoon,Medium,10
5870,Evening,Low,10
5871,Evening,Medium,20
5872,Morning,Low,5
5873,Morning,Medium,10
5874,Evening,Medium,20
5875,Morning,Medium,10
5876,Morning,Medium,10
5877,Morning,Low,5
5878,Afternoon,Medium,10
5879,Afternoon,Medium,10
5880,Morning,Medium,10
5881,Afternoon,Low,5
5882,Afternoon,Medium,10
5883,Afternoon,Medium,10
5884,Morning,Low,5
5885,Afternoon,Low,5
5886,Afternoon,Low,5
5887,Evening,High,30
5888,Evening,Medium,20
5889,Evening,High,30
5890,Afternoon,Low,5
5891,Afternoon,Low,5
5892,Afternoon,Low,5
5893,Evening,Medium,20
5894,Afternoon,Medium,10
5895,Afternoon,Low,5
5896,Evening,High,30
5897,Evening,Medium,20
5898,Morning,Medium,10
5899,Evening,High,30
5900,Evening,High,30
5901,Afternoon,Low,5
5902,Afternoon,Low,5
5903,Morning,Medium,10
5904,Afternoon,Medium,10
5905,Morning,Medium,10
5906,Morning,Low,5
5907,Evening,Low,10
5908,Afternoon,Medium,10
5909,Afternoon,Medium,10
5910,Afternoon,Low,5
5911,Evening,Medium,20
5912,Afternoon,Medium,10
5913,Morning,High,15
5914,Afternoon,Low,5
5915,Afternoon,Low,5
5916,Morning,Low,5
5917,Evening,High,30
5918,Afternoon,Low,5
5919,Evening,High,30
5920,Evening,Medium,20
5921,Evening,Medium,20
5922,Afternoon,Low,5
5923,Evening,High,30
5924,Evening,High,30
5925,Afternoon,Low,5
5926,Afternoon,Low,5
5927,Afternoon,Low,5
5928,Morning,Low,5
5929,Evening,Medium,20
5930,Evening,High,30
5931,Morning,Low,5
5932,Afternoon,Low,5
5933,Evening,Medium,20
5934,Evening,High,30
5935,Morning,Medium,10
5936,Afternoon,Low,5
5937,Morning,Low,5
5938,Evening,High,30
5939,Afternoon,Low,5
5940,Afternoon,Low,5
5941,Evening,Medium,20
5942,Afternoon,Medium,10
5943,Evening,High,30
5944,Afternoon,Low,5
5945,Evening,Low,10
5946,Afternoon,Low,5
5947,Morning,Low,5
5948,Afternoon,Medium,10
5949,Evening,Medium,20
5950,Morning,Low,5
5951,Morning,High,15
5952,Morning,Low,5
5953,Afternoon,Low,5
5954,Morning,High,15
5955,Afternoon,Low,5
5956,Evening,Medium,20
5957,Afternoon,Medium,10
5958,Afternoon,Low,5
5959,Morning,Low,5
5960,Evening,Low,10
5961,Afternoon,Medium,10
5962,Morning,Low,5
5963,Morning,Medium,10
5964,Afternoon,Low,5
5965,Afternoon,Medium,10
5966,Morning,High,15
5967,Morning,Low,5
5968,Afternoon,Low,5
5969,Afternoon,Medium,10
5970,Evening,Low,10
5971,Afternoon,Low,5
5972,Afternoon,Low,5
5973,Evening,Low,10
5974,Morning,High,15
5975,Afternoon,Low,5
5976,Afternoon,Medium,10
5977,Afternoon,Low,5
5978,Afternoon,Low,5
5979,Evening,Medium,20
5980,Afternoon,Low,5
5981,Morning,High,15
5982,Evening,Medium,20
5983,Evening,Medium,20
5984,Evening,Medium,20
5985,Morning,High,15
5986,Afternoon,Medium,10
5987,Evening,Low,10
5988,Morning,Low,5
5989,Morning,Low,5
5990,Evening,High,30
5991,Afternoon,Low,5
5992,Evening,Low,10
5993,Morning,Medium,10
5994,Morning,Low,5
5995,Evening,Medium,20
5996,Morning,Low,5
5997,Afternoon,Low,5
5998,Evening,High,30
5999,Afternoon,Low,5
6000,Evening,High,30
6001,Morning,Medium,10
6002,Morning,Low,5
6003,Morning,Low,5
6004,Afternoon,Medium,10
6005,Morning,Low,5
6006,Afternoon,Low,5
6007,Morning,Low,5
6008,Morning,Medium,10
6009,Evening,High,30
6010,Morning,High,15
6011,Evening,High,30
6012,Morning,Low,5
6013,Evening,Medium,20
6014,Evening,Medium,20
6015,Morning,Medium,10
6016,Morning,High,15
6017,Morning,Medium,10
6018,Afternoon,Low,5
