order_id,customer_lat,customer_lon,distance,order_weight,traffic_delay,temperature,weather_impact,time_of_day_Afternoon,time_of_day_Evening,time_of_day_Morning,traffic_condition_High,traffic_condition_Low,traffic_condition_Medium,weather_condition_Clear,weather_condition_Foggy,weather_condition_Hazy,weather_condition_Rainy
6345,28.638346,77.086846,1.29,8.74,10,11,5,False,True,False,False,True,False,False,False,True,False
6346,28.697077,77.21063,4.12,4.83,5,10,0,False,False,True,False,True,False,True,False,False,False
6347,28.582133,77.181702,5.65,5.01,20,15,15,False,True,False,False,False,True,False,False,False,True
6348,28.657863,77.274895,6.36,1.65,20,12,15,False,True,False,False,False,True,False,False,False,True
6349,28.593938,77.247802,3.55,5.3,5,29,5,False,False,True,False,True,False,False,False,True,False
6350,28.57939,77.182331,5.3,8.63,30,8,0,False,True,False,True,False,False,True,False,False,False
6351,28.635115,77.177697,5.43,7.26,5,30,20,True,False,False,False,True,False,False,True,False,False
6352,28.521092,77.085385,3.64,2.41,5,6,0,False,False,True,False,True,False,True,False,False,False
6353,28.554692,77.259099,3.4,5.57,5,21,0,True,False,False,False,True,False,True,False,False,False
6354,28.655954,77.103816,6.72,3.98,20,19,15,False,True,False,False,False,True,False,False,False,True
6355,28.648265,77.163603,4.34,2.9,20,11,0,False,True,False,False,False,True,True,False,False,False
6356,28.591845,77.12528,6.72,6.19,5,12,0,True,False,False,False,True,False,True,False,False,False
6357,28.619207,77.082979,3.37,2.74,30,38,15,False,True,False,True,False,False,False,False,False,True
6358,28.660025,77.156241,3.15,2.11,5,6,0,False,False,True,False,True,False,True,False,False,False
6359,28.641764,77.224698,5.9,7.95,5,15,5,True,False,False,False,True,False,False,False,True,False
6360,28.696573,77.210609,3.77,4.7,5,44,0,True,False,False,False,True,False,True,False,False,False
6361,28.633382,77.218366,4.31,1.55,20,26,0,False,True,False,False,False,True,True,False,False,False
6362,28.644946,77.144023,5.8,2.74,10,5,0,True,False,False,False,False,True,True,False,False,False
6363,28.653462,77.064812,4.87,3.83,15,9,20,False,False,True,True,False,False,False,True,False,False
6364,28.56922,77.052157,6.25,6.6,30,40,5,False,True,False,True,False,False,False,False,True,False
6365,28.621934,77.03104,7.82,5.6,10,6,5,True,False,False,False,False,True,False,False,True,False
6366,28.680803,77.030789,7.16,9.24,10,33,0,True,False,False,False,False,True,True,False,False,False
6367,28.620965,77.145381,5.1,1.47,5,27,15,False,False,True,False,True,False,False,False,False,True
6368,28.63134,77.086411,7.21,8.38,5,10,0,True,False,False,False,True,False,True,False,False,False
6369,28.608393,77.076579,6.79,7.29,20,25,0,False,True,False,False,False,True,True,False,False,False
6370,28.53403,77.136167,6.45,8.64,5,34,0,True,False,False,False,True,False,True,False,False,False
6371,28.656999,77.229359,8.7,7.98,5,32,5,False,False,True,False,True,False,False,False,True,False
6372,28.651471,77.131444,5.53,9.76,10,9,15,False,False,True,False,False,True,False,False,False,True
6373,28.58881,77.157662,5.67,7.97,30,17,0,False,True,False,True,False,False,True,False,False,False
6374,28.527402,77.1648,3.83,9.93,5,19,15,True,False,False,False,True,False,False,False,False,True
6375,28.618681,77.166322,2.11,5.96,10,44,0,True,False,False,False,False,True,True,False,False,False
6376,28.640259,77.273969,6.97,0.96,30,19,0,False,True,False,True,False,False,True,False,False,False
6377,28.616061,77.176099,4.56,1.6,5,12,0,True,False,False,False,True,False,True,False,False,False
6378,28.62375,77.1889,6.72,7.68,5,15,15,True,False,False,False,True,False,False,False,False,True
6379,28.631245,77.080552,4.39,5.61,10,27,0,False,False,True,False,False,True,True,False,False,False
6380,28.57435,77.146966,4.73,0.88,5,13,0,True,False,False,False,True,False,True,False,False,False
6381,28.68081,77.060418,5.5,4.37,5,32,0,False,False,True,False,True,False,True,False,False,False
6382,28.660302,77.060207,3.7,3.91,10,31,20,True,False,False,False,False,True,False,True,False,False
6383,28.566123,77.102151,3.84,4.59,15,12,0,False,False,True,True,False,False,True,False,False,False
6384,28.519146,77.302069,4.5,6.03,5,31,0,True,False,False,False,True,False,True,False,False,False
6385,28.688458,77.2036,2.44,0.6,5,38,15,True,False,False,False,True,False,False,False,False,True
6386,28.553156,77.135982,9.72,1.33,20,33,0,False,True,False,False,False,True,True,False,False,False
6387,28.701894,77.27637,8.9,3.34,10,6,0,True,False,False,False,False,True,True,False,False,False
6388,28.599879,77.094483,4.76,1.62,15,7,15,False,False,True,True,False,False,False,False,False,True
6389,28.562284,77.070726,5.75,5.46,10,18,20,False,True,False,False,True,False,False,True,False,False
6390,28.638892,77.169061,3.78,2.48,5,37,15,True,False,False,False,True,False,False,False,False,True
6391,28.612878,77.252812,2.23,8.73,10,6,15,True,False,False,False,False,True,False,False,False,True
6392,28.667737,77.20256,3.14,8.18,10,30,5,False,False,True,False,False,True,False,False,True,False
6393,28.562286,77.256981,2.95,9.86,5,20,0,False,False,True,False,True,False,True,False,False,False
6394,28.618444,77.127121,1.34,8.39,20,38,0,False,True,False,False,False,True,True,False,False,False
6395,28.578318,77.088728,1.0,2.35,10,29,5,True,False,False,False,False,True,False,False,True,False
6396,28.513901,77.250731,5.77,2.83,10,7,15,False,True,False,False,True,False,False,False,False,True
6397,28.564596,77.074963,4.95,3.18,5,19,5,True,False,False,False,True,False,False,False,True,False
6398,28.683865,77.279168,6.63,4.05,5,35,20,True,False,False,False,True,False,False,True,False,False
6399,28.65151,77.185735,5.46,1.05,5,25,20,False,False,True,False,True,False,False,True,False,False
6400,28.656958,77.058133,6.58,8.54,5,42,20,False,False,True,False,True,False,False,True,False,False
6401,28.616383,77.234072,2.44,2.41,5,26,0,True,False,False,False,True,False,True,False,False,False
6402,28.694705,77.292418,9.91,8.51,10,13,0,True,False,False,False,False,True,True,False,False,False
6403,28.656066,77.122636,4.72,8.83,20,22,0,False,True,False,False,False,True,True,False,False,False
6404,28.671418,77.088537,5.06,0.55,5,31,0,False,False,True,False,True,False,True,False,False,False
6405,28.516192,77.120716,4.27,5.05,30,12,0,False,True,False,True,False,False,True,False,False,False
6406,28.589548,77.241397,4.44,6.3,10,10,15,False,True,False,False,True,False,False,False,False,True
6407,28.685831,77.074138,4.75,4.34,20,42,0,False,True,False,False,False,True,True,False,False,False
6408,28.575686,77.129552,7.05,0.77,5,10,15,False,False,True,False,True,False,False,False,False,True
6409,28.558533,77.135747,3.42,5.81,5,15,0,True,False,False,False,True,False,True,False,False,False
6410,28.646735,77.120477,7.11,3.82,20,40,0,False,True,False,False,False,True,True,False,False,False
6411,28.690983,77.213158,9.26,4.79,30,31,0,False,True,False,True,False,False,True,False,False,False
6412,28.547691,77.124235,6.55,4.27,5,22,0,True,False,False,False,True,False,True,False,False,False
6413,28.528524,77.265136,4.53,7.87,20,13,20,False,True,False,False,False,True,False,True,False,False
6414,28.644676,77.096885,8.31,8.58,5,6,15,True,False,False,False,True,False,False,False,False,True
6415,28.623943,77.063838,3.52,5.04,10,36,20,False,False,True,False,False,True,False,True,False,False
6416,28.551254,77.218098,6.92,9.67,20,40,0,False,True,False,False,False,True,True,False,False,False
6417,28.580787,77.157077,3.95,4.84,5,39,15,True,False,False,False,True,False,False,False,False,True
6418,28.587146,77.176959,5.6,2.32,10,21,0,False,True,False,False,True,False,True,False,False,False
6419,28.684051,77.187109,4.04,1.2,5,11,0,False,False,True,False,True,False,True,False,False,False
6420,28.585337,77.170846,3.72,4.05,5,38,15,False,False,True,False,True,False,False,False,False,True
6421,28.559067,77.242984,4.93,1.7,5,14,15,True,False,False,False,True,False,False,False,False,True
6422,28.669556,77.135323,8.44,7.08,20,27,5,False,True,False,False,False,True,False,False,True,False
6423,28.597555,77.13898,1.49,4.15,20,36,0,False,True,False,False,False,True,True,False,False,False
6424,28.645595,77.074273,6.04,3.61,5,44,0,False,False,True,False,True,False,True,False,False,False
6425,28.548246,77.208013,7.72,6.43,5,18,15,False,False,True,False,True,False,False,False,False,True
6426,28.597073,77.038345,3.21,1.92,5,15,20,True,False,False,False,True,False,False,True,False,False
6427,28.662967,77.037826,8.49,0.84,5,5,20,True,False,False,False,True,False,False,True,False,False
6428,28.517635,77.25805,4.55,9.38,5,23,0,True,False,False,False,True,False,True,False,False,False
6429,28.632947,77.288513,5.75,9.47,15,37,20,False,False,True,True,False,False,False,True,False,False
6430,28.667008,77.052315,6.15,7.09,20,16,15,False,True,False,False,False,True,False,False,False,True
6431,28.52139,77.053908,3.23,9.47,5,12,0,True,False,False,False,True,False,True,False,False,False
6432,28.579075,77.203657,6.0,2.86,30,17,20,False,True,False,True,False,False,False,True,False,False
6433,28.626035,77.108323,4.63,5.38,10,31,0,False,False,True,False,False,True,True,False,False,False
6434,28.560589,77.301824,6.16,4.41,5,7,15,True,False,False,False,True,False,False,False,False,True
6435,28.669132,77.181731,2.64,9.55,5,33,20,False,False,True,False,True,False,False,True,False,False
6436,28.553309,77.27235,2.88,4.27,5,22,15,True,False,False,False,True,False,False,False,False,True
6437,28.574794,77.064486,7.26,6.75,5,5,20,True,False,False,False,True,False,False,True,False,False
6438,28.576087,77.027158,4.73,7.67,5,22,5,False,False,True,False,True,False,False,False,True,False
6439,28.700562,77.089512,7.54,1.82,5,22,0,True,False,False,False,True,False,True,False,False,False
6440,28.553335,77.284773,3.36,5.44,5,23,0,False,False,True,False,True,False,True,False,False,False
6441,28.615625,77.220725,7.19,6.24,5,24,0,False,False,True,False,True,False,True,False,False,False
6442,28.551274,77.205059,6.54,2.17,5,29,20,True,False,False,False,True,False,False,True,False,False
6443,28.59181,77.137407,5.3,1.2,30,20,20,False,True,False,True,False,False,False,True,False,False
6444,28.576619,77.303404,4.86,8.63,5,8,0,False,False,True,False,True,False,True,False,False,False
6445,28.678334,77.040878,4.53,3.61,5,19,0,True,False,False,False,True,False,True,False,False,False
6446,28.62411,77.0825,8.59,9.72,5,42,5,True,False,False,False,True,False,False,False,True,False
6447,28.629946,77.172723,8.27,7.06,10,21,0,False,True,False,False,True,False,True,False,False,False
6448,28.542982,77.042188,8.55,9.96,20,10,15,False,True,False,False,False,True,False,False,False,True
6449,28.565049,77.126954,5.11,8.87,5,20,5,False,False,True,False,True,False,False,False,True,False
6450,28.526254,77.291075,3.73,9.18,10,37,15,False,True,False,False,True,False,False,False,False,True
6451,28.690818,77.073238,3.97,5.05,10,14,15,True,False,False,False,False,True,False,False,False,True
6452,28.542516,77.234056,1.18,5.37,20,15,0,False,True,False,False,False,True,True,False,False,False
6453,28.524556,77.260567,2.85,5.63,5,27,0,False,False,True,False,True,False,True,False,False,False
6454,28.528539,77.098772,4.83,2.46,20,24,0,False,True,False,False,False,True,True,False,False,False
6455,28.527365,77.254624,6.41,1.18,10,13,15,False,False,True,False,False,True,False,False,False,True
6456,28.610673,77.182553,5.83,8.34,5,13,15,False,False,True,False,True,False,False,False,False,True
6457,28.516872,77.185067,4.66,3.28,20,15,0,False,True,False,False,False,True,True,False,False,False
6458,28.626987,77.169411,5.35,4.65,5,34,0,True,False,False,False,True,False,True,False,False,False
6459,28.541722,77.081431,5.45,8.77,5,39,0,False,False,True,False,True,False,True,False,False,False
6460,28.694568,77.27285,5.2,7.93,20,18,0,False,True,False,False,False,True,True,False,False,False
6461,28.571821,77.283277,5.46,1.4,5,10,15,True,False,False,False,True,False,False,False,False,True
6462,28.677041,77.078557,3.72,9.24,30,20,0,False,True,False,True,False,False,True,False,False,False
6463,28.567676,77.050934,4.69,5.62,10,31,15,False,True,False,False,True,False,False,False,False,True
6464,28.541416,77.159107,4.46,8.96,5,43,0,True,False,False,False,True,False,True,False,False,False
6465,28.589588,77.054722,3.65,9.89,5,24,0,False,False,True,False,True,False,True,False,False,False
6466,28.546426,77.136995,2.84,4.85,15,10,0,False,False,True,True,False,False,True,False,False,False
6467,28.664668,77.084716,6.09,6.83,5,23,0,True,False,False,False,True,False,True,False,False,False
6468,28.618956,77.182993,6.75,2.28,5,13,20,True,False,False,False,True,False,False,True,False,False
6469,28.576056,77.256441,3.39,7.19,20,40,0,False,True,False,False,False,True,True,False,False,False
6470,28.518968,77.148152,4.74,9.38,30,25,5,False,True,False,True,False,False,False,False,True,False
6471,28.618297,77.120292,6.76,8.43,5,26,20,True,False,False,False,True,False,False,True,False,False
6472,28.677483,77.245717,3.34,3.07,5,30,0,True,False,False,False,True,False,True,False,False,False
6473,28.659347,77.253161,5.76,6.4,10,8,0,True,False,False,False,False,True,True,False,False,False
6474,28.609326,77.097998,7.93,5.14,10,37,20,True,False,False,False,False,True,False,True,False,False
6475,28.641596,77.081994,2.26,9.16,20,21,0,False,True,False,False,False,True,True,False,False,False
6476,28.619766,77.056215,2.08,9.72,5,42,5,True,False,False,False,True,False,False,False,True,False
6477,28.572415,77.166056,5.26,8.65,5,6,15,True,False,False,False,True,False,False,False,False,True
6478,28.521259,77.230798,4.77,9.36,15,26,15,False,False,True,True,False,False,False,False,False,True
6479,28.625256,77.040867,4.49,6.24,20,11,0,False,True,False,False,False,True,True,False,False,False
6480,28.696939,77.221659,2.69,9.0,5,27,5,True,False,False,False,True,False,False,False,True,False
6481,28.615835,77.297211,4.62,8.38,5,31,5,True,False,False,False,True,False,False,False,True,False
6482,28.615242,77.159129,2.74,3.6,10,38,5,True,False,False,False,False,True,False,False,True,False
6483,28.668564,77.062732,2.83,4.92,10,28,5,False,False,True,False,False,True,False,False,True,False
6484,28.658516,77.094189,5.86,1.13,30,5,15,False,True,False,True,False,False,False,False,False,True
6485,28.658706,77.148231,5.17,4.84,5,22,0,True,False,False,False,True,False,True,False,False,False
6486,28.561139,77.171332,3.13,1.54,30,35,0,False,True,False,True,False,False,True,False,False,False
6487,28.608878,77.035663,4.76,9.85,10,11,0,False,False,True,False,False,True,True,False,False,False
6488,28.681529,77.067417,4.46,9.25,5,13,0,True,False,False,False,True,False,True,False,False,False
6489,28.689842,77.302586,7.23,0.64,30,5,0,False,True,False,True,False,False,True,False,False,False
6490,28.6052,77.291589,2.36,4.28,10,44,0,False,True,False,False,True,False,True,False,False,False
6491,28.594558,77.157203,3.8,9.26,10,27,15,False,True,False,False,True,False,False,False,False,True
6492,28.602805,77.143919,5.97,6.87,10,19,0,True,False,False,False,False,True,True,False,False,False
6493,28.569856,77.186902,1.34,3.71,10,27,0,True,False,False,False,False,True,True,False,False,False
6494,28.532479,77.065097,6.98,1.83,30,18,20,False,True,False,True,False,False,False,True,False,False
6495,28.576015,77.16636,5.0,6.04,5,39,0,True,False,False,False,True,False,True,False,False,False
6496,28.533738,77.060929,6.47,5.59,5,22,0,True,False,False,False,True,False,True,False,False,False
6497,28.526216,77.142935,7.93,2.52,5,5,15,True,False,False,False,True,False,False,False,False,True
6498,28.58885,77.287322,5.31,0.78,30,18,15,False,True,False,True,False,False,False,False,False,True
6499,28.645623,77.276329,5.81,7.92,20,28,20,False,True,False,False,False,True,False,True,False,False
6500,28.695583,77.063676,2.01,2.67,5,33,0,False,False,True,False,True,False,True,False,False,False
6501,28.644507,77.172441,7.29,4.63,5,27,15,True,False,False,False,True,False,False,False,False,True
6502,28.517482,77.14551,3.09,2.57,10,29,15,False,False,True,False,False,True,False,False,False,True
6503,28.521474,77.179487,4.88,2.76,10,26,0,False,True,False,False,True,False,True,False,False,False
6504,28.520812,77.026691,2.24,3.26,15,10,0,False,False,True,True,False,False,True,False,False,False
6505,28.689927,77.050949,2.82,7.16,5,34,0,False,False,True,False,True,False,True,False,False,False
6506,28.656109,77.146902,4.34,7.75,5,42,0,True,False,False,False,True,False,True,False,False,False
6507,28.552011,77.146267,5.25,4.48,10,14,20,True,False,False,False,False,True,False,True,False,False
6508,28.669429,77.087054,6.44,8.56,5,21,0,False,False,True,False,True,False,True,False,False,False
6509,28.643312,77.219121,8.12,8.15,20,20,5,False,True,False,False,False,True,False,False,True,False
6510,28.528619,77.207065,4.15,1.28,30,20,20,False,True,False,True,False,False,False,True,False,False
6511,28.593647,77.107045,4.42,3.88,5,32,0,True,False,False,False,True,False,True,False,False,False
6512,28.601535,77.286196,6.98,9.51,20,32,0,False,True,False,False,False,True,True,False,False,False
6513,28.567817,77.284585,7.77,3.92,20,11,20,False,True,False,False,False,True,False,True,False,False
6514,28.586254,77.23386,1.0,9.39,30,18,0,False,True,False,True,False,False,True,False,False,False
6515,28.631514,77.306872,1.6,6.71,10,30,0,False,False,True,False,False,True,True,False,False,False
6516,28.519328,77.061226,7.49,6.78,20,28,0,False,True,False,False,False,True,True,False,False,False
6517,28.617266,77.107149,7.01,7.44,10,9,15,False,True,False,False,True,False,False,False,False,True
6518,28.624692,77.200739,1.0,9.68,30,12,5,False,True,False,True,False,False,False,False,True,False
6519,28.628182,77.114703,5.15,4.14,10,7,0,True,False,False,False,False,True,True,False,False,False
6520,28.614426,77.109487,4.32,2.43,5,7,0,True,False,False,False,True,False,True,False,False,False
6521,28.657632,77.262874,6.76,9.72,30,39,0,False,True,False,True,False,False,True,False,False,False
6522,28.566704,77.096376,5.72,9.8,20,34,15,False,True,False,False,False,True,False,False,False,True
6523,28.611931,77.177164,3.96,3.31,10,40,15,True,False,False,False,False,True,False,False,False,True
6524,28.513773,77.116293,8.8,8.08,5,7,0,False,False,True,False,True,False,True,False,False,False
6525,28.539431,77.229595,6.13,8.25,15,22,15,False,False,True,True,False,False,False,False,False,True
6526,28.619995,77.186611,3.19,8.34,5,22,20,True,False,False,False,True,False,False,True,False,False
6527,28.564433,77.051793,6.82,4.49,10,36,0,False,True,False,False,True,False,True,False,False,False
6528,28.680418,77.026633,5.24,7.42,30,42,0,False,True,False,True,False,False,True,False,False,False
6529,28.612739,77.076782,3.88,2.93,5,26,0,False,False,True,False,True,False,True,False,False,False
6530,28.514152,77.235522,3.06,2.14,20,27,15,False,True,False,False,False,True,False,False,False,True
6531,28.580931,77.274304,3.52,9.17,5,39,15,False,False,True,False,True,False,False,False,False,True
6532,28.697148,77.157868,4.37,4.98,15,9,0,False,False,True,True,False,False,True,False,False,False
6533,28.628342,77.077804,7.59,7.83,5,20,0,False,False,True,False,True,False,True,False,False,False
6534,28.649825,77.258966,5.96,6.4,30,43,20,False,True,False,True,False,False,False,True,False,False
6535,28.625809,77.245047,6.78,8.04,10,37,0,False,False,True,False,False,True,True,False,False,False
6536,28.518936,77.224037,8.1,7.91,5,27,0,True,False,False,False,True,False,True,False,False,False
6537,28.674148,77.260589,9.53,5.84,10,39,0,False,True,False,False,True,False,True,False,False,False
6538,28.642068,77.074492,2.48,7.39,5,36,0,True,False,False,False,True,False,True,False,False,False
6539,28.593924,77.214725,4.16,2.82,5,13,0,False,False,True,False,True,False,True,False,False,False
6540,28.532798,77.170077,5.09,9.13,5,34,0,False,False,True,False,True,False,True,False,False,False
6541,28.572017,77.197559,5.17,5.32,5,7,5,False,False,True,False,True,False,False,False,True,False
6542,28.663445,77.030952,8.13,8.07,5,11,0,False,False,True,False,True,False,True,False,False,False
6543,28.588024,77.290156,3.7,5.68,5,24,0,True,False,False,False,True,False,True,False,False,False
6544,28.562054,77.065238,6.9,0.64,20,26,0,False,True,False,False,False,True,True,False,False,False
6545,28.543415,77.233458,3.07,3.58,5,34,0,False,False,True,False,True,False,True,False,False,False
6546,28.530696,77.165869,6.86,8.43,5,14,0,True,False,False,False,True,False,True,False,False,False
6547,28.702364,77.261456,6.93,7.0,15,9,15,False,False,True,True,False,False,False,False,False,True
6548,28.544195,77.16626,5.58,8.98,5,12,0,True,False,False,False,True,False,True,False,False,False
6549,28.614088,77.295556,7.5,3.67,20,22,0,False,True,False,False,False,True,True,False,False,False
6550,28.574459,77.290838,5.25,2.95,5,44,20,True,False,False,False,True,False,False,True,False,False
6551,28.65826,77.251076,2.43,2.65,10,35,0,True,False,False,False,False,True,True,False,False,False
6552,28.586755,77.185698,3.43,4.02,10,16,5,False,False,True,False,False,True,False,False,True,False
6553,28.548818,77.176251,1.0,3.63,5,15,15,True,False,False,False,True,False,False,False,False,True
6554,28.645581,77.093597,4.95,3.86,5,9,15,True,False,False,False,True,False,False,False,False,True
6555,28.577198,77.264824,6.17,4.35,15,20,15,False,False,True,True,False,False,False,False,False,True
6556,28.56292,77.152944,6.47,2.91,5,37,20,True,False,False,False,True,False,False,True,False,False
6557,28.577146,77.161582,5.06,7.89,5,15,0,False,False,True,False,True,False,True,False,False,False
6558,28.638246,77.219626,2.67,9.33,20,35,0,False,True,False,False,False,True,True,False,False,False
6559,28.625556,77.248369,6.18,2.97,5,28,0,True,False,False,False,True,False,True,False,False,False
6560,28.651803,77.069706,7.34,2.38,10,21,0,False,True,False,False,True,False,True,False,False,False
6561,28.667626,77.279401,6.61,5.33,5,32,5,True,False,False,False,True,False,False,False,True,False
6562,28.643814,77.221586,1.47,9.18,30,13,15,False,True,False,True,False,False,False,False,False,True
6563,28.617015,77.23317,5.61,8.72,20,28,15,False,True,False,False,False,True,False,False,False,True
6564,28.679423,77.237219,5.09,2.55,5,19,0,True,False,False,False,True,False,True,False,False,False
6565,28.57031,77.189797,5.54,2.41,5,42,15,True,False,False,False,True,False,False,False,False,True
6566,28.670962,77.218336,3.46,0.84,10,23,0,True,False,False,False,False,True,True,False,False,False
6567,28.544783,77.173496,1.52,6.0,30,33,20,False,True,False,True,False,False,False,True,False,False
6568,28.534179,77.209153,4.5,9.27,10,31,0,False,True,False,False,True,False,True,False,False,False
6569,28.537838,77.23267,4.85,3.79,15,25,0,False,False,True,True,False,False,True,False,False,False
6570,28.687443,77.270426,5.51,5.11,10,7,0,False,False,True,False,False,True,True,False,False,False
6571,28.564829,77.040976,7.97,1.01,5,25,0,True,False,False,False,True,False,True,False,False,False
6572,28.643329,77.068854,2.11,4.08,20,9,15,False,True,False,False,False,True,False,False,False,True
6573,28.703881,77.206336,2.84,7.33,30,22,0,False,True,False,True,False,False,True,False,False,False
6574,28.631724,77.131105,5.41,7.59,5,38,15,False,False,True,False,True,False,False,False,False,True
6575,28.662039,77.267604,8.43,1.95,10,27,0,False,False,True,False,False,True,True,False,False,False
6576,28.537571,77.292596,1.62,3.01,30,27,0,False,True,False,True,False,False,True,False,False,False
6577,28.609241,77.054958,2.17,8.77,10,7,0,False,False,True,False,False,True,True,False,False,False
6578,28.564828,77.28331,4.97,9.02,10,26,15,True,False,False,False,False,True,False,False,False,True
6579,28.537169,77.306913,4.85,8.29,20,34,0,False,True,False,False,False,True,True,False,False,False
6580,28.698014,77.259348,3.56,4.12,10,30,0,True,False,False,False,False,True,True,False,False,False
6581,28.540348,77.126883,7.35,0.64,5,19,0,True,False,False,False,True,False,True,False,False,False
6582,28.690824,77.107604,6.88,7.32,30,37,15,False,True,False,True,False,False,False,False,False,True
6583,28.602824,77.275709,7.8,4.43,5,25,15,True,False,False,False,True,False,False,False,False,True
6584,28.547628,77.140814,5.22,5.24,5,15,0,False,False,True,False,True,False,True,False,False,False
6585,28.534535,77.031954,6.59,2.23,5,40,20,True,False,False,False,True,False,False,True,False,False
6586,28.637059,77.088398,1.25,4.61,30,21,15,False,True,False,True,False,False,False,False,False,True
6587,28.639118,77.030595,8.98,8.71,5,9,5,True,False,False,False,True,False,False,False,True,False
6588,28.672611,77.048084,4.65,8.84,30,10,20,False,True,False,True,False,False,False,True,False,False
6589,28.696292,77.284953,6.21,5.44,10,11,0,True,False,False,False,False,True,True,False,False,False
6590,28.70264,77.238281,3.29,1.98,10,5,15,True,False,False,False,False,True,False,False,False,True
6591,28.654055,77.185005,5.91,2.88,5,5,15,False,False,True,False,True,False,False,False,False,True
6592,28.539477,77.087471,6.42,2.58,20,15,0,False,True,False,False,False,True,True,False,False,False
6593,28.538364,77.111956,7.76,4.16,20,44,0,False,True,False,False,False,True,True,False,False,False
6594,28.583155,77.221464,1.56,4.03,10,8,0,True,False,False,False,False,True,True,False,False,False
6595,28.631427,77.283718,4.23,2.35,10,6,0,False,True,False,False,True,False,True,False,False,False
6596,28.678789,77.057437,5.72,6.62,20,38,15,False,True,False,False,False,True,False,False,False,True
6597,28.586016,77.18871,2.13,4.06,30,38,20,False,True,False,True,False,False,False,True,False,False
6598,28.680025,77.064222,4.24,9.56,20,18,15,False,True,False,False,False,True,False,False,False,True
6599,28.6124,77.289908,3.18,7.18,5,19,20,False,False,True,False,True,False,False,True,False,False
6600,28.597847,77.238176,1.67,8.56,30,37,0,False,True,False,True,False,False,True,False,False,False
6601,28.559245,77.048821,5.34,5.76,20,32,0,False,True,False,False,False,True,True,False,False,False
6602,28.631744,77.254066,7.6,6.49,30,25,20,False,True,False,True,False,False,False,True,False,False
6603,28.684273,77.252374,5.81,8.83,10,8,20,False,False,True,False,False,True,False,True,False,False
6604,28.67049,77.168504,4.48,4.63,10,34,5,True,False,False,False,False,True,False,False,True,False
6605,28.595076,77.089134,2.83,1.5,20,29,0,False,True,False,False,False,True,True,False,False,False
6606,28.653368,77.031116,5.19,3.5,10,32,20,False,False,True,False,False,True,False,True,False,False
6607,28.523284,77.301016,3.22,4.34,20,30,20,False,True,False,False,False,True,False,True,False,False
6608,28.569861,77.061047,6.34,1.33,5,39,15,True,False,False,False,True,False,False,False,False,True
6609,28.687078,77.28337,5.38,8.71,5,22,15,True,False,False,False,True,False,False,False,False,True
6610,28.586842,77.134835,3.39,7.83,5,22,0,False,False,True,False,True,False,True,False,False,False
6611,28.516553,77.16556,8.74,6.37,5,24,0,True,False,False,False,True,False,True,False,False,False
6612,28.597266,77.229542,6.35,7.31,5,29,20,False,False,True,False,True,False,False,True,False,False
6613,28.696049,77.246589,7.31,5.14,10,15,15,False,True,False,False,True,False,False,False,False,True
6614,28.580088,77.231796,5.06,2.9,5,13,0,True,False,False,False,True,False,True,False,False,False
6615,28.598262,77.062985,3.77,2.98,10,20,0,True,False,False,False,False,True,True,False,False,False
6616,28.525175,77.160309,3.1,9.01,20,7,5,False,True,False,False,False,True,False,False,True,False
6617,28.541862,77.049729,1.0,7.66,5,40,5,False,False,True,False,True,False,False,False,True,False
6618,28.579966,77.175838,7.14,8.59,5,28,0,False,False,True,False,True,False,True,False,False,False
6619,28.641801,77.09408,6.51,1.81,10,31,15,True,False,False,False,False,True,False,False,False,True
6620,28.539484,77.194067,4.74,9.21,5,22,0,True,False,False,False,True,False,True,False,False,False
6621,28.536091,77.258365,3.39,0.95,5,7,15,True,False,False,False,True,False,False,False,False,True
6622,28.535801,77.045519,4.9,2.67,5,15,0,True,False,False,False,True,False,True,False,False,False
6623,28.556101,77.14108,9.33,7.6,10,26,15,True,False,False,False,False,True,False,False,False,True
6624,28.597183,77.255512,6.53,4.97,5,27,0,True,False,False,False,True,False,True,False,False,False
6625,28.631667,77.242058,6.84,4.72,5,26,0,True,False,False,False,True,False,True,False,False,False
6626,28.610805,77.096201,5.48,2.76,5,8,15,True,False,False,False,True,False,False,False,False,True
6627,28.636819,77.077458,6.06,5.43,5,19,0,True,False,False,False,True,False,True,False,False,False
6628,28.556989,77.0608,3.38,2.33,5,38,0,True,False,False,False,True,False,True,False,False,False
6629,28.653802,77.253058,4.72,8.9,10,43,20,False,True,False,False,True,False,False,True,False,False
6630,28.585128,77.128853,2.53,2.34,20,19,0,False,True,False,False,False,True,True,False,False,False
6631,28.678477,77.055842,6.02,7.27,10,32,0,True,False,False,False,False,True,True,False,False,False
6632,28.559984,77.268231,7.26,5.35,30,28,20,False,True,False,True,False,False,False,True,False,False
6633,28.597952,77.18278,6.52,6.4,5,35,5,True,False,False,False,True,False,False,False,True,False
6634,28.639215,77.271684,4.3,4.01,5,34,15,False,False,True,False,True,False,False,False,False,True
6635,28.606875,77.138099,4.97,6.23,15,43,0,False,False,True,True,False,False,True,False,False,False
6636,28.519988,77.168542,2.73,1.09,10,38,20,False,False,True,False,False,True,False,True,False,False
6637,28.556413,77.089086,5.2,5.09,5,15,0,True,False,False,False,True,False,True,False,False,False
6638,28.55532,77.280072,3.66,7.86,5,10,0,True,False,False,False,True,False,True,False,False,False
